"Date"	"Lineage"	"Frequency"	"% Frequency"
2024-08-12	"KP.1.1.3"	29	"3%"
2024-08-12	"KP.2.3"	73	"7%"
2024-08-12	"KP.3"	32	"3%"
2024-08-12	"KP.3.1"	25	"2%"
2024-08-12	"KP.3.1.1"	407	"37%"
2024-08-12	"KP.3.2.3"	18	"2%"
2024-08-12	"KP.3.3"	31	"3%"
2024-08-12	"KP.3.3.1"	4	"0%"
2024-08-12	"KP.3.3.2"	6	"1%"
2024-08-12	"LB.1"	31	"3%"
2024-08-12	"LB.1.3"	25	"2%"
2024-08-12	"LP.8.1"	0	"0%"
2024-08-12	"MC.1"	8	"1%"
2024-08-12	"MC.10"	4	"0%"
2024-08-12	"MC.10.1"	2	"0%"
2024-08-12	"MC.11"	12	"1%"
2024-08-12	"MC.13"	34	"3%"
2024-08-12	"MC.13.1"	3	"0%"
2024-08-12	"MC.16"	20	"2%"
2024-08-12	"MC.2"	7	"1%"
2024-08-12	"MC.6"	15	"1%"
2024-08-12	"MC.9"	9	"1%"
2024-08-12	"NP.1"	0	"0%"
2024-08-12	"other lineages"	296	"27%"
2024-08-12	"XEC"	5	"0%"
2024-08-12	"XEC.2"	7	"1%"
2024-08-19	"KP.1.1.3"	20	"2%"
2024-08-19	"KP.2.3"	102	"8%"
2024-08-19	"KP.3"	19	"2%"
2024-08-19	"KP.3.1"	24	"2%"
2024-08-19	"KP.3.1.1"	471	"39%"
2024-08-19	"KP.3.2.3"	22	"2%"
2024-08-19	"KP.3.3"	34	"3%"
2024-08-19	"KP.3.3.1"	11	"1%"
2024-08-19	"KP.3.3.2"	6	"0%"
2024-08-19	"LB.1"	27	"2%"
2024-08-19	"LB.1.3"	46	"4%"
2024-08-19	"LP.8.1"	0	"0%"
2024-08-19	"MC.1"	12	"1%"
2024-08-19	"MC.10"	7	"1%"
2024-08-19	"MC.10.1"	0	"0%"
2024-08-19	"MC.11"	20	"2%"
2024-08-19	"MC.13"	25	"2%"
2024-08-19	"MC.13.1"	14	"1%"
2024-08-19	"MC.16"	24	"2%"
2024-08-19	"MC.2"	4	"0%"
2024-08-19	"MC.6"	16	"1%"
2024-08-19	"MC.9"	9	"1%"
2024-08-19	"NP.1"	0	"0%"
2024-08-19	"other lineages"	296	"24%"
2024-08-19	"XEC"	8	"1%"
2024-08-19	"XEC.2"	4	"0%"
2024-08-26	"KP.1.1.3"	15	"1%"
2024-08-26	"KP.2.3"	107	"8%"
2024-08-26	"KP.3"	14	"1%"
2024-08-26	"KP.3.1"	19	"1%"
2024-08-26	"KP.3.1.1"	539	"40%"
2024-08-26	"KP.3.2.3"	43	"3%"
2024-08-26	"KP.3.3"	34	"3%"
2024-08-26	"KP.3.3.1"	14	"1%"
2024-08-26	"KP.3.3.2"	4	"0%"
2024-08-26	"LB.1"	47	"3%"
2024-08-26	"LB.1.3"	50	"4%"
2024-08-26	"LP.8.1"	0	"0%"
2024-08-26	"MC.1"	30	"2%"
2024-08-26	"MC.10"	14	"1%"
2024-08-26	"MC.10.1"	4	"0%"
2024-08-26	"MC.11"	27	"2%"
2024-08-26	"MC.13"	36	"3%"
2024-08-26	"MC.13.1"	12	"1%"
2024-08-26	"MC.16"	32	"2%"
2024-08-26	"MC.2"	22	"2%"
2024-08-26	"MC.6"	12	"1%"
2024-08-26	"MC.9"	13	"1%"
2024-08-26	"NP.1"	0	"0%"
2024-08-26	"other lineages"	239	"18%"
2024-08-26	"XEC"	28	"2%"
2024-08-26	"XEC.2"	2	"0%"
2024-09-02	"KP.1.1.3"	10	"1%"
2024-09-02	"KP.2.3"	74	"5%"
2024-09-02	"KP.3"	31	"2%"
2024-09-02	"KP.3.1"	23	"1%"
2024-09-02	"KP.3.1.1"	637	"41%"
2024-09-02	"KP.3.2.3"	29	"2%"
2024-09-02	"KP.3.3"	33	"2%"
2024-09-02	"KP.3.3.1"	20	"1%"
2024-09-02	"KP.3.3.2"	14	"1%"
2024-09-02	"LB.1"	39	"3%"
2024-09-02	"LB.1.3"	43	"3%"
2024-09-02	"LP.8.1"	0	"0%"
2024-09-02	"MC.1"	27	"2%"
2024-09-02	"MC.10"	23	"1%"
2024-09-02	"MC.10.1"	2	"0%"
2024-09-02	"MC.11"	26	"2%"
2024-09-02	"MC.13"	36	"2%"
2024-09-02	"MC.13.1"	6	"0%"
2024-09-02	"MC.16"	32	"2%"
2024-09-02	"MC.2"	16	"1%"
2024-09-02	"MC.6"	18	"1%"
2024-09-02	"MC.9"	54	"3%"
2024-09-02	"NP.1"	1	"0%"
2024-09-02	"other lineages"	305	"20%"
2024-09-02	"XEC"	41	"3%"
2024-09-02	"XEC.2"	4	"0%"
2024-09-09	"KP.1.1.3"	11	"1%"
2024-09-09	"KP.2.3"	56	"3%"
2024-09-09	"KP.3"	27	"2%"
2024-09-09	"KP.3.1"	17	"1%"
2024-09-09	"KP.3.1.1"	715	"44%"
