"Date"	"Lineage"	"Frequency"	"% Frequency"
2023-01-09	"BF.7"	72	"2%"
2023-01-09	"BQ.1"	217	"6%"
2023-01-09	"BQ.1.1"	984	"29%"
2023-01-09	"BQ.1.1.1"	45	"1%"
2023-01-09	"BQ.1.1.3"	34	"1%"
2023-01-09	"BQ.1.1.35"	18	"1%"
2023-01-09	"BQ.1.1.40"	64	"2%"
2023-01-09	"BQ.1.1.5"	35	"1%"
2023-01-09	"BQ.1.12"	70	"2%"
2023-01-09	"BQ.1.2"	125	"4%"
2023-01-09	"BQ.1.3"	57	"2%"
2023-01-09	"BQ.1.5"	57	"2%"
2023-01-09	"CH.1.1"	34	"1%"
2023-01-09	"DV.1.1"	0	"0%"
2023-01-09	"EE.3"	37	"1%"
2023-01-09	"FD.1.1"	0	"0%"
2023-01-09	"other lineages"	1341	"39%"
2023-01-09	"XBB.1.16"	0	"0%"
2023-01-09	"XBB.1.5"	188	"5%"
2023-01-09	"XBB.1.5.17"	0	"0%"
2023-01-09	"XBB.1.5.31"	2	"0%"
2023-01-09	"XBB.1.5.32"	5	"0%"
2023-01-09	"XBB.1.5.39"	15	"0%"
2023-01-09	"XBB.1.5.7"	15	"0%"
2023-01-09	"XBB.1.9.1"	0	"0%"
2023-01-09	"XBF"	10	"0%"
2023-01-16	"BF.7"	30	"1%"
2023-01-16	"BQ.1"	181	"6%"
2023-01-16	"BQ.1.1"	717	"25%"
2023-01-16	"BQ.1.1.1"	32	"1%"
2023-01-16	"BQ.1.1.3"	35	"1%"
2023-01-16	"BQ.1.1.35"	14	"0%"
2023-01-16	"BQ.1.1.40"	74	"3%"
2023-01-16	"BQ.1.1.5"	42	"1%"
2023-01-16	"BQ.1.12"	51	"2%"
2023-01-16	"BQ.1.2"	90	"3%"
2023-01-16	"BQ.1.3"	41	"1%"
2023-01-16	"BQ.1.5"	40	"1%"
2023-01-16	"CH.1.1"	43	"1%"
2023-01-16	"DV.1.1"	2	"0%"
2023-01-16	"EE.3"	46	"2%"
2023-01-16	"FD.1.1"	1	"0%"
2023-01-16	"other lineages"	1075	"37%"
2023-01-16	"XBB.1.16"	0	"0%"
2023-01-16	"XBB.1.5"	272	"9%"
2023-01-16	"XBB.1.5.17"	3	"0%"
2023-01-16	"XBB.1.5.31"	3	"0%"
2023-01-16	"XBB.1.5.32"	3	"0%"
2023-01-16	"XBB.1.5.39"	54	"2%"
2023-01-16	"XBB.1.5.7"	27	"1%"
2023-01-16	"XBB.1.9.1"	4	"0%"
2023-01-16	"XBF"	13	"0%"
2023-01-23	"BF.7"	19	"1%"
2023-01-23	"BQ.1"	129	"5%"
2023-01-23	"BQ.1.1"	610	"24%"
2023-01-23	"BQ.1.1.1"	35	"1%"
2023-01-23	"BQ.1.1.3"	23	"1%"
2023-01-23	"BQ.1.1.35"	20	"1%"
2023-01-23	"BQ.1.1.40"	69	"3%"
2023-01-23	"BQ.1.1.5"	34	"1%"
2023-01-23	"BQ.1.12"	38	"2%"
2023-01-23	"BQ.1.2"	59	"2%"
2023-01-23	"BQ.1.3"	23	"1%"
2023-01-23	"BQ.1.5"	20	"1%"
2023-01-23	"CH.1.1"	47	"2%"
2023-01-23	"DV.1.1"	5	"0%"
2023-01-23	"EE.3"	20	"1%"
2023-01-23	"FD.1.1"	0	"0%"
2023-01-23	"other lineages"	875	"35%"
2023-01-23	"XBB.1.16"	0	"0%"
2023-01-23	"XBB.1.5"	359	"14%"
2023-01-23	"XBB.1.5.17"	3	"0%"
2023-01-23	"XBB.1.5.31"	7	"0%"
2023-01-23	"XBB.1.5.32"	19	"1%"
2023-01-23	"XBB.1.5.39"	43	"2%"
2023-01-23	"XBB.1.5.7"	28	"1%"
2023-01-23	"XBB.1.9.1"	1	"0%"
2023-01-23	"XBF"	23	"1%"
2023-01-30	"BF.7"	10	"0%"
2023-01-30	"BQ.1"	99	"4%"
2023-01-30	"BQ.1.1"	539	"22%"
2023-01-30	"BQ.1.1.1"	33	"1%"
2023-01-30	"BQ.1.1.3"	20	"1%"
2023-01-30	"BQ.1.1.35"	17	"1%"
2023-01-30	"BQ.1.1.40"	75	"3%"
2023-01-30	"BQ.1.1.5"	21	"1%"
2023-01-30	"BQ.1.12"	38	"2%"
2023-01-30	"BQ.1.2"	44	"2%"
2023-01-30	"BQ.1.3"	23	"1%"
2023-01-30	"BQ.1.5"	9	"0%"
2023-01-30	"CH.1.1"	45	"2%"
2023-01-30	"DV.1.1"	11	"0%"
2023-01-30	"EE.3"	21	"1%"
2023-01-30	"FD.1.1"	4	"0%"
2023-01-30	"other lineages"	824	"33%"
2023-01-30	"XBB.1.16"	0	"0%"
2023-01-30	"XBB.1.5"	515	"21%"
2023-01-30	"XBB.1.5.17"	10	"0%"
2023-01-30	"XBB.1.5.31"	14	"1%"
2023-01-30	"XBB.1.5.32"	35	"1%"
2023-01-30	"XBB.1.5.39"	57	"2%"
2023-01-30	"XBB.1.5.7"	12	"0%"
2023-01-30	"XBB.1.9.1"	7	"0%"
2023-01-30	"XBF"	22	"1%"
2023-02-06	"BF.7"	25	"1%"
2023-02-06	"BQ.1"	89	"3%"
2023-02-06	"BQ.1.1"	537	"20%"
2023-02-06	"BQ.1.1.1"	23	"1%"
2023-02-06	"BQ.1.1.3"	36	"1%"
2023-02-06	"BQ.1.1.35"	40	"1%"
2023-02-06	"BQ.1.1.40"	59	"2%"
2023-02-06	"BQ.1.1.5"	42	"2%"
2023-02-06	"BQ.1.12"	44	"2%"
2023-02-06	"BQ.1.2"	42	"2%"
2023-02-06	"BQ.1.3"	18	"1%"
2023-02-06	"BQ.1.5"	11	"0%"
2023-02-06	"CH.1.1"	36	"1%"
2023-02-06	"DV.1.1"	7	"0%"
2023-02-06	"EE.3"	23	"1%"
2023-02-06	"FD.1.1"	4	"0%"
2023-02-06	"other lineages"	818	"30%"
2023-02-06	"XBB.1.16"	0	"0%"
2023-02-06	"XBB.1.5"	725	"27%"
2023-02-06	"XBB.1.5.17"	14	"1%"
2023-02-06	"XBB.1.5.31"	17	"1%"
2023-02-06	"XBB.1.5.32"	21	"1%"
2023-02-06	"XBB.1.5.39"	47	"2%"
2023-02-06	"XBB.1.5.7"	13	"0%"
2023-02-06	"XBB.1.9.1"	7	"0%"
2023-02-06	"XBF"	16	"1%"
2023-02-13	"BF.7"	17	"1%"
2023-02-13	"BQ.1"	88	"3%"
2023-02-13	"BQ.1.1"	499	"18%"
2023-02-13	"BQ.1.1.1"	51	"2%"
2023-02-13	"BQ.1.1.3"	19	"1%"
2023-02-13	"BQ.1.1.35"	32	"1%"
2023-02-13	"BQ.1.1.40"	34	"1%"
2023-02-13	"BQ.1.1.5"	30	"1%"
2023-02-13	"BQ.1.12"	40	"1%"
2023-02-13	"BQ.1.2"	43	"2%"
2023-02-13	"BQ.1.3"	7	"0%"
2023-02-13	"BQ.1.5"	5	"0%"
2023-02-13	"CH.1.1"	41	"2%"
2023-02-13	"DV.1.1"	17	"1%"
2023-02-13	"EE.3"	17	"1%"
2023-02-13	"FD.1.1"	8	"0%"
2023-02-13	"other lineages"	785	"29%"
2023-02-13	"XBB.1.16"	0	"0%"
2023-02-13	"XBB.1.5"	793	"29%"
2023-02-13	"XBB.1.5.17"	18	"1%"
2023-02-13	"XBB.1.5.31"	25	"1%"
2023-02-13	"XBB.1.5.32"	26	"1%"
2023-02-13	"XBB.1.5.39"	51	"2%"
2023-02-13	"XBB.1.5.7"	37	"1%"
2023-02-13	"XBB.1.9.1"	23	"1%"
2023-02-13	"XBF"	15	"1%"
2023-02-20	"BF.7"	12	"0%"
2023-02-20	"BQ.1"	56	"2%"
